dedupe_key,doi,scopus_id,title,year,pub,manually_retrieved
doi:10.1088/1755-1315/1016/1/012020,10.1088/1755-1315/1016/1/012020,85129228418,"Adaptation to climate variability of rainfed farmers in Seluma Regency, Bengkulu, Indonesia",2022,Iop Conference Series Earth and Environmental Science,
doi:10.1088/1755-1315/1016/1/012010,10.1088/1755-1315/1016/1/012010,85129147333,"The role of agricultural extension workers' competency in climate scenarios through farm services centers (FSCS) in improving the yield and performance of targeted farming community (A case study of Khyber Pakhtunkhwa, Pakistan)",2022,Iop Conference Series Earth and Environmental Science,
doi:10.5194/nhess-22-1201-2022,10.5194/nhess-22-1201-2022,85128251772,"Education, financial aid, and awareness can reduce smallholder farmers' vulnerability to drought under climate change",2022,Natural Hazards and Earth System Sciences,
doi:10.1007/s10668-021-01650-3,10.1007/s10668-021-01650-3,85110565896,On-farm adaptation strategies to climate change: the case of smallholder farmers in the Northern Development Authority Zone of Ghana,2022,Environment Development and Sustainability,
doi:10.1016/j.cliser.2022.100289,10.1016/j.cliser.2022.100289,85128706711,Climate change adaptation strategies of cocoa farmers in the Wassa East District: Implications for climate services in Ghana,2022,Climate Services,
doi:10.1016/j.envc.2022.100489,10.1016/j.envc.2022.100489,85125141371,"Smallholders’ adaptation to climate change in Western Kenya: Considering socioeconomic, institutional and biophysical determinants",2022,Environmental Challenges,
doi:10.1016/j.envc.2022.100462,10.1016/j.envc.2022.100462,85123991811,"Assessment of adaptive capacity and adaptation to climate change in the farming households of Eastern Himalayan foothills of West Bengal, India",2022,Environmental Challenges,
doi:10.1007/s00704-021-03907-3,10.1007/s00704-021-03907-3,85123890711,Exploring farmers’ perception of climate-induced events and adaptation practices to protect crop production and livestock farming in the Haor area of north-eastern Bangladesh,2022,Theoretical and Applied Climatology,
doi:10.1016/j.cliser.2022.100298,10.1016/j.cliser.2022.100298,85129523461,"Stimulating small-scale farmer innovation and adaptation with Participatory Integrated Climate Services for Agriculture (PICSA): Lessons from successful implementation in Africa, Latin America, the Caribbean and South Asia",2022,Climate Services,
doi:10.1007/s11356-021-17615-y,10.1007/s11356-021-17615-y,85119865298,"Synergy between climate risk perception, adaptation responses, and agricultural productivity: the case of rice farming communities in Pakistan",2022,Environmental Science and Pollution Research,
doi:10.1016/j.cliser.2022.100285,10.1016/j.cliser.2022.100285,85124496057,Limited access and use of climate information by small-scale sugarcane farmers in South Africa: A case study,2022,Climate Services,
doi:10.1177/11786221221092454,10.1177/11786221221092454,85128360501,Farmers’ Perceptions about Irrigation Roles in Climate Change Adaptation and Determinants of the Choices to WUE-Improving Practices in Southern Ethiopia,2022,Air Soil and Water Research,
doi:10.3390/w14071098,10.3390/w14071098,85128321670,Cooperation Enhances Adaptation to Environmental Uncertainty: Evidence from Irrigation Behavioral Experiments in South China,2022,Water Switzerland,
doi:10.1016/j.envc.2022.100480,10.1016/j.envc.2022.100480,85125851902,Smallholder adaptation to flood risks: Adoption and impact of Swarna-Sub1 in Eastern India,2022,Environmental Challenges,
doi:10.3390/ijerph19074274,10.3390/ijerph19074274,85127435327,Analysis in the Influencing Factors of Climate-Responsive Behaviors of Maize Growers: Evidence from China,2022,International Journal of Environmental Research and Public Health,
doi:10.1016/j.cliser.2022.100290,10.1016/j.cliser.2022.100290,85129481308,"Factors influencing farmers adoption of climate smart agriculture to respond climate variability in Siyadebrina Wayu District, Central highland of Ethiopia",2022,Climate Services,
doi:10.1016/j.heliyon.2022.e09228,10.1016/j.heliyon.2022.e09228,85127470467,Cost-benefit analysis of prioritized climate-smart agricultural practices among smallholder farmers: evidence from selected value chains across sub-Saharan Africa,2022,Heliyon,
doi:10.1002/ird.2664,10.1002/ird.2664,85122240968,Inventory and drivers of the adoption of flood-based farming systems in South-Eastern Africa: Insights from Malawi*,2022,Irrigation and Drainage,
doi:10.1002/ird.2650,10.1002/ird.2650,85116922299,"Water shortages, irrigation frequency, and preference for technologies and agricultural services: The case of Jordan*",2022,Irrigation and Drainage,
doi:10.1002/pan3.10295,10.1002/pan3.10295,85122734481,A network approach for managing ecosystem services and improving food and nutrition security on smallholder farms,2022,People and Nature,
doi:10.3390/su14073870,10.3390/su14073870,85127611332,An Assessment of the Effectiveness of Weather Information Dissemination among Farmers and Policy Makers,2022,Sustainability Switzerland,
doi:10.3390/land11040570,10.3390/land11040570,85129019099,Exploring the Role of Contiguous Farmland Cultivation and Adoption of No-Tillage Technology in Improving Transferees’ Income Structure: Evidence from China,2022,Land,
doi:10.3389/fsufs.2022.742909,10.3389/fsufs.2022.742909,85128294327,"Dual-Purpose Sorghum: A Targeted Sustainable Crop-Livestock Intervention for the Smallholder Subsistence Farming Communities of Adilabad, India",2022,Frontiers in Sustainable Food Systems,
ty:agriculturalinsurancesecuritylevelandhouseholdspovertyvulnerability:2022,,85142144508,Agricultural Insurance，Security Level and Households’Poverty Vulnerability,2022,Modern Economic Science,
doi:10.13925/j.cnki.gsxb.20210468,10.13925/j.cnki.gsxb.20210468,85127205440,Research progress in molecular mechanism of cold resistance in banana,2022,Journal of Fruit Science,
doi:10.3390/su14052847,10.3390/su14052847,85125783680,Adaptation Strategies to Climate Change and Impacts on Household Income and Food Security: Evidence from Sahelian Region of Niger,2022,Sustainability Switzerland,
doi:10.3390/su14063456,10.3390/su14063456,85126988167,"Climate Change Perceptions, Impacts and Adaptation Strategies: Insights of Fishers in Zambezi River Basin, Zimbabwe",2022,Sustainability Switzerland,
doi:10.1142/s1464333222500193,10.1142/s1464333222500193,85131059303,Driving Forces of Adaptation Decision and Strategies to Climate-Related Events: Case on Farming Households in South-West Coastal Bangladesh,2022,Journal of Environmental Assessment Policy and Management,
doi:10.1016/j.wdp.2021.100390,10.1016/j.wdp.2021.100390,85122326664,Assessing nuanced social networks and its implication for climate change adaptation in northwestern Ghana,2022,World Development Perspectives,
doi:10.1016/j.wace.2022.100413,10.1016/j.wace.2022.100413,85124481193,Dietary and agricultural adaptations to drought among smallholder farmers in South Africa: A qualitative study,2022,Weather and Climate Extremes,
ty:adaptationandlivelihoodresiliencebyrainfedfarmerstoclimatevariabilityinfoodstorageareasinbengkuluprovinceindonesia:2022,,85131239637,"Adaptation and Livelihood Resilience by Rainfed Farmers to Climate Variability in Food Storage Areas in Bengkulu Province, Indonesia",2022,Indian Journal of Environmental Protection,
doi:10.21608/ejabf.2022.232744,10.21608/ejabf.2022.232744,85129130794,Climate Change Impacts and Ongoing Adaptation Measures in the Bangladesh Sundarbans,2022,Egyptian Journal of Aquatic Biology and Fisheries,
doi:10.1016/j.eap.2021.12.018,10.1016/j.eap.2021.12.018,85122506668,"The impact of an adjusted cropping calendar on the welfare of rice farming households in the Mekong River Delta, Vietnam",2022,Economic Analysis and Policy,
doi:10.3390/su14052648,10.3390/su14052648,85125770725,Achieving a Climate-Change Resilient Farming System through Push–Pull Technology: Evidence from Maize Farming Systems in Ethiopia,2022,Sustainability Switzerland,
doi:10.1007/s11356-021-17181-3,10.1007/s11356-021-17181-3,85118274085,Sustainability and efficiency analysis w.r.t adoption of climate-smart agriculture (CSA) in Pakistan: a group-wise comparison of adopters and conventional farmers,2022,Environmental Science and Pollution Research,
doi:10.3390/forecast4010020,10.3390/forecast4010020,85142696750,"Application of Agent-Based Modeling in Agricultural Productivity in Rural Area of Bahir Dar, Ethiopia",2022,Forecasting,
doi:10.1016/j.jafr.2021.100262,10.1016/j.jafr.2021.100262,85121976716,Efficacy of risk reducing diversification portfolio strategies among agro-pastoralists in semi-arid area: A modern portfolio theory approach,2022,Journal of Agriculture and Food Research,
ty:inventorydescriptionandgerminationofwoodyfodderresourcesofthegenusacaciainalgeriadatasynthesis:2022,,85136111638,"Inventory, description and germination of woody fodder resources of the genus Acacia in Algeria – Data synthesis",2022,Livestock Research for Rural Development,
doi:10.1108/ijccsm-04-2021-0040,10.1108/ijccsm-04-2021-0040,85124611099,"Indigenous knowledge and innovative practices to cope with impacts of climate change on small-scale farming in Limpopo Province, South Africa",2022,International Journal of Climate Change Strategies and Management,
doi:10.1007/978-3-030-92738-7_15,10.1007/978-3-030-92738-7_15,85141388350,Agriculture in fragile moroccan ecosystems in the context of climate change: Vulnerability and adaptation,2022,Food Security and Climate Smart Food Systems Building Resilience for the Global South,
doi:10.1007/978-3-030-92738-7_11,10.1007/978-3-030-92738-7_11,85156177722,Role of agricultural extension in building climate resilience of food security in Ethiopia,2022,Food Security and Climate Smart Food Systems Building Resilience for the Global South,
doi:10.1007/978-3-030-92738-7_13,10.1007/978-3-030-92738-7_13,85138726921,Better crop-livestock integration for enhanced agricultural system resilience and food security in the changing climate: Case study from low-rainfall areas of North Africa,2022,Food Security and Climate Smart Food Systems Building Resilience for the Global South,
doi:10.3389/fpubh.2022.785254,10.3389/fpubh.2022.785254,85125562071,The Challenges of Working in the Heat Whilst Pregnant: Insights From Gambian Women Farmers in the Face of Climate Change,2022,Frontiers in Public Health,
doi:10.1088/1755-1315/974/1/012130,10.1088/1755-1315/974/1/012130,85124901868,"Local-adapted and high-yield varieties for sustainable Robusta coffee farming: Evidence from South Sumatera, Indonesia",2022,Iop Conference Series Earth and Environmental Science,
doi:10.1016/j.heliyon.2022.e08908,10.1016/j.heliyon.2022.e08908,85124301647,"Intra-household gender disparity: effects on climate change adaptation in Arsi Negele district, Ethiopia",2022,Heliyon,
doi:10.2166/wp.2022.218,10.2166/wp.2022.218,85125714178,Determinants of farm-level adaptation strategies to flood: Insights from a farm household-level survey in coastal districts of Odisha,2022,Water Policy,
doi:10.1007/s11769-021-1246-0,10.1007/s11769-021-1246-0,85118559439,"Determinants of Adaptation to Climate Change: A Case Study of Rice Farmers in Western Province, Iran",2022,Chinese Geographical Science,
doi:10.1016/j.ecolmodel.2021.109799,10.1016/j.ecolmodel.2021.109799,85120324700,Adaptive decision-making on stocking rates improves the resilience of a livestock system exposed to climate shocks,2022,Ecological Modelling,
doi:10.3390/agronomy12020341,10.3390/agronomy12020341,85123990722,"Salinity Constraints for Small-Scale Agriculture and Impact on Adaptation in North Aceh, Indonesia",2022,Agronomy,
doi:10.1057/s41287-020-00345-1,10.1057/s41287-020-00345-1,85099758062,"Climate Change, Cotton Prices and Production in Cameroon",2022,European Journal of Development Research,
doi:10.1108/jadee-09-2019-0135,10.1108/jadee-09-2019-0135,85089871443,Climate resilience and varietal choice: a path analytic model for rice in Bangladesh,2022,Journal of Agribusiness in Developing and Emerging Economies,
doi:10.3390/w14030369,10.3390/w14030369,85123684368,"Developing Flood Vulnerability Functions through Questionnaire Survey for Flood Risk Assessments in the Meghna Basin, Bangladesh",2022,Water Switzerland,
doi:10.3390/cli10020017,10.3390/cli10020017,85125079941,Water Profitability Analysis to Improve Food Security and Climate Resilience: A Case Study in the Egyptian Nile Delta,2022,Climate,
doi:10.3390/agronomy12020541,10.3390/agronomy12020541,85125264064,The Role of Soil Moisture Information in Developing Robust Climate Services for Smallholder Farmers: Evidence from Ghana,2022,Agronomy,
doi:10.13577/j.jnd.2022.0120,10.13577/j.jnd.2022.0120,85139503898,Evaluation of social vulnerability to drought disaster of farmers with different livelihoods：Take Bijie City in Wumeng Mountains area as an example,2022,Journal of Natural Disasters,
ty:impactofheatstressonthequalitycriteriaofrawmilkfromholsteincowsinthesemiaridzoneofwesternalgeria:2022,,85136124725,Impact of heat stress on the quality criteria of raw milk from Holstein cows in the semiarid zone of Western Algeria,2022,Livestock Research for Rural Development,
ty:potentialimpactofcoastalhazardscaseofpahangmalaysia:2022,,85125434371,"Potential impact of coastal hazards: Case of Pahang, Malaysia",2022,Disaster Advances,
ty:2ndinternationalseminaronnaturalresourcesandenvironmentalmanagementisenrem2021:2022,,85123826882,"2nd International Seminar on Natural Resources and Environmental Management, ISeNREM 2021",2022,Iop Conference Series Earth and Environmental Science,
doi:10.14321/aehm.024.03.05,10.14321/aehm.024.03.05,85162299102,"Impacts of climate change and adaptations in shrimp aquaculture: A study in coastal Andhra Pradesh, India",2022,Aquatic Ecosystem Health and Management,
doi:10.14321/aehm.024.03.11,10.14321/aehm.024.03.11,85173793786,Impact of climate change-induced challenges on fisheries in the North Eastern Region of India and the way ahead,2022,Aquatic Ecosystem Health and Management,
doi:10.1108/ijccsm-03-2021-0031,10.1108/ijccsm-03-2021-0031,85121351316,Diversification or specialisation? Farmers' cropping strategy and economic performance under climate change in China,2022,International Journal of Climate Change Strategies and Management,
doi:10.1108/ijccsm-01-2020-0004,10.1108/ijccsm-01-2020-0004,85121311455,"Gendered impacts of climate-smart agriculture on household food security and labor migration: insights from Bihar, India",2022,International Journal of Climate Change Strategies and Management,
doi:10.3389/fclim.2021.766583,10.3389/fclim.2021.766583,85123387318,Reducing Climate Risks by Improving Food Production and Value Chains: A Case of Sandy Soils in Semi-arid Kenya,2022,Frontiers in Climate,
doi:10.4324/9781003014041-49,10.4324/9781003014041-49,85142834843,CLIMATE CHANGE ADAPTATION AND AGRICULTURAL LIVELIHOODS OF SMALLHOLDER FARMERS,2022,Routledge Handbook on Livelihoods in the Global South,
doi:10.1007/978-3-030-72579-2_140,10.1007/978-3-030-72579-2_140,85160681261,"Characterizing Local Level Climate Change Adaptive Responses in Drought-Prone Lowlands of Rural Sidama, Southern Ethiopia",2022,Handbook of Climate Change Mitigation and Adaptation Third Edition,
doi:10.1080/14735903.2022.2028400,10.1080/14735903.2022.2028400,85124322912,Farmers’ adaptation to climate change and crop yield: a case of Amuru and Apac districts of Northern Uganda,2022,International Journal of Agricultural Sustainability,
doi:10.1080/17565529.2021.2014777,10.1080/17565529.2021.2014777,85124340554,Impact of smallholder farmers’ climate-smart adaptation practices on wheat yield in southern Ethiopia,2022,Climate and Development,
doi:10.1080/23311932.2022.2130969,10.1080/23311932.2022.2130969,85140927321,Influence of demographic characteristics and social network on peri-urban smallholder farmers adaptation strategies - evidence from southern Ghana,2022,Cogent Food and Agriculture,
doi:10.1080/00207233.2021.1977538,10.1080/00207233.2021.1977538,85115292240,Indigenous and modern agro-based climate adaptation practices in rural Cameroon,2022,International Journal of Environmental Studies,
doi:10.1093/oxfclm/kgac005,10.1093/oxfclm/kgac005,85142682887,Assessing the determinants of smallholder cocoa farmers' adoption of agronomic practices for climate change adaptation in Ghana,2022,Oxford Open Climate Change,
ty:transhumancefarmersperceptionsofclimatechangeinthemediterraneanregionturkey:2022,,85143844557,"Transhumance Farmers' Perceptions of Climate Change in the Mediterranean Region, Turkey",2022,Ceur Workshop Proceedings,
doi:10.1080/20421338.2020.1847385,10.1080/20421338.2020.1847385,85099813622,Smallholder farmers’ adaptation strategies to mitigate the effect of drought on maize production in OR Tambo District municipality,2022,African Journal of Science Technology Innovation and Development,
doi:10.1080/17565529.2021.1943296,10.1080/17565529.2021.1943296,85109899509,The complementarity and determinants of adoption of climate change adaptation strategies: evidence from smallholder farmers in Northwest Ethiopia,2022,Climate and Development,
ty:ricefarmersperceptionanddeterminantsofclimatechangeadaptationmeasuresacasestudyinvietnam:2022,,85128993064,Rice Farmers’ Perception and Determinants of Climate Change Adaptation Measures: A Case Study in Vietnam,2022,Agbioforum,
doi:10.1080/13549839.2022.2068139,10.1080/13549839.2022.2068139,85130156005,Farm level adaptation to climate change: insight from rice farmers in the coastal region of Bangladesh,2022,Local Environment,
doi:10.3354/cr01683,10.3354/cr01683,85124528064,"Socio-economic, social-capital, and psychological characteristics and climate change adaptive behavior of farmers in Iran",2022,Climate Research,
doi:10.2298/eka2234109m,10.2298/eka2234109m,85148249421,VULNERABILITY AND ADAPTATION TO CLIMATE CHANGE IN RAJASTHAN,2022,Economic Annals,
doi:10.1080/13549839.2022.2091528,10.1080/13549839.2022.2091528,85133298777,Analysing the variation in farmers’ perceptions of climate change impacts on crop production and adaptation measures across the Ganges’ Tidal Floodplain in Bangladesh,2022,Local Environment,
doi:10.1080/23311886.2022.2140510,10.1080/23311886.2022.2140510,85141690986,Cameroon’s adaptation to climate change and sorghum productivity,2022,Cogent Social Sciences,
doi:10.1109/icue55325.2022.10113493,10.1109/icue55325.2022.10113493,85159692622,"Assessment of Climate Change Impact on Water Footprint of Glutinous Rice (RD6) Production and Adaptation Strategies: A Case Study of Udon Thani Province, Thailand",2022,Proceedings of the 2022 International Conference and Utility Exhibition on Energy Environment and Climate Change Icue 2022,
doi:10.1080/17565529.2021.1949572,10.1080/17565529.2021.1949572,85110435211,How do farmer’s disaster experiences influence their climate change perception and adaptation?,2022,Climate and Development,
doi:10.30682/nm2201f,10.30682/nm2201f,85128486393,CLIMATE CHANGE AND ADAPTATION STRATEGIES OF PRIVATE IRRIGATED FARMS IN SOUTHEASTERN TUNISIA: CASE OF THE GABÈS-NORD TUNISIA AREA,2022,New Medit,
doi:10.1155/2022/5658440,10.1155/2022/5658440,85135026568,"Climate Change Adaptation and Mitigation Strategies in Madda Walabu District, Bale Zone, Southeast Ethiopia",2022,International Journal of Ecology,
doi:10.1163/09744061-20220127,10.1163/09744061-20220127,85125261991,Human mobility and climate change adaptation in small-scale farming areas in eastern Zimbabwe,2022,Africa Review,
doi:10.1175/wcas-d-21-0003.1,10.1175/wcas-d-21-0003.1,85130267510,Farmers’ Perception and Adaptation Strategies to Climate Change in Central Mali,2022,Weather Climate and Society,
doi:10.4018/ijsesd.315314,10.4018/ijsesd.315314,85149460103,Off-Farm Income Effect on Farmer Response to Climate Change in the Northern Region of Ghana,2022,International Journal of Social Ecology and Sustainable Development,
doi:10.1080/14693062.2021.2024126,10.1080/14693062.2021.2024126,85122897735,Farmers’ adaptations strategies towards soil salinity effects in agriculture: the interior coast of Bangladesh,2022,Climate Policy,
doi:10.1080/17565529.2021.1971943,10.1080/17565529.2021.1971943,85114022202,Do women farmers cope or adapt to strategies in response to climate extreme events? Evidence from rural Ghana,2022,Climate and Development,
ty:perceptionsandadaptationstrategiesforclimatechangefromsmallruminantfarmersinnorthwestcameroon:2022,,85126521002,PERCEPTIONS AND ADAPTATION STRATEGIES FOR CLIMATE CHANGE FROM SMALL RUMINANT FARMERS IN NORTH-WEST CAMEROON †,2022,Tropical and Subtropical Agroecosystems,
doi:10.1080/23311886.2022.2108214,10.1080/23311886.2022.2108214,85135961880,"Planned climate adaptation interventions and smallholder farmer output levels in the Upper East Region, Ghana",2022,Cogent Social Sciences,
doi:10.1109/icue55325.2022.10113489,10.1109/icue55325.2022.10113489,85159665362,Determinants of local adaptation strategies to climate change at farm households level in the central region of Vietnam: A case study in flooding delta regions of Thua Thien Hue province,2022,Proceedings of the 2022 International Conference and Utility Exhibition on Energy Environment and Climate Change Icue 2022,
doi:10.3390/ijerph19020952,10.3390/ijerph19020952,85122852665,"Farmers’ Strategies to Climate Change and Urbanization: Potential of Ecosystem-Based Adaptation in Rural Chengdu, Southwest China",2022,International Journal of Environmental Research and Public Health,
doi:10.3354/cr01704,10.3354/cr01704,85141319723,When crop producers face dynamic climate risks in Ethiopia: exploring determinants behind choices of adaptation strategies,2022,Climate Research,
doi:10.1007/978-981-19-5856-4_14,10.1007/978-981-19-5856-4_14,85165309035,Indigenous Knowledge and Innovations in Tanzania: Opportunities for Smallholder Farmers to Adapt with Climate Change,2022,African Perspectives on Poverty Indigenous Knowledge Systems and Innovation,
doi:10.1080/23311886.2022.2035048,10.1080/23311886.2022.2035048,85124750411,Farmer adoption of planned climate adaptation: Institutional constraints and opportunities in the Upper East Region of Ghana,2022,Cogent Social Sciences,
doi:10.1007/978-3-030-99411-2_9,10.1007/978-3-030-99411-2_9,85176782987,Highlighting Avenues to Reconcile Indigenous and Scientific Knowledge to Address Climate Change and Land Degradation in Lesotho: A Case Study of the Maseru District,2022,Sustainable Development Goals Series,
doi:10.1080/19315260.2020.1848960,10.1080/19315260.2020.1848960,85096991415,Factors Influencing Choice of Climate Change Adaptation Methods among Underutilized Indigenous Vegetable farmers,2022,International Journal of Vegetable Science,
doi:10.14456/sjst-psu.2022.19,10.14456/sjst-psu.2022.19,85129969238,Impact of climate change on farmer adaptation and tobacco productivity in Temanggung regency,2022,Songklanakarin Journal of Science and Technology,
doi:10.1007/978-3-030-72579-2_135,10.1007/978-3-030-72579-2_135,85160709798,Community Forestry Management for Climate Change Adaptation,2022,Handbook of Climate Change Mitigation and Adaptation Third Edition,
doi:10.1016/j.crm.2022.100467,10.1016/j.crm.2022.100467,85143810975,Gender differences on the choices of a portfolio of climate change adaptation strategies in Ethiopia,2022,Climate Risk Management,
doi:10.1016/j.ssaho.2022.100319,10.1016/j.ssaho.2022.100319,85147308169,Smallholders' coping strategies in response to climate variability in semi-arid agro-ecozones of Upper Eastern Kenya,2022,Social Sciences and Humanities Open,
doi:10.1080/17565529.2021.1881424,10.1080/17565529.2021.1881424,85100150308,On- and non-farm adaptation in Senegal: understanding differentiation and drivers of farmer strategies,2022,Climate and Development,
doi:10.1080/17477891.2021.1926216,10.1080/17477891.2021.1926216,85106051320,Adaptation to climate change: ethnic groups in Southwest China,2022,Environmental Hazards,
doi:10.1080/26395916.2022.2143572,10.1080/26395916.2022.2143572,85142265704,Impact of land acquisition for large-scale agricultural investments on vulnerability of displaced households to climate change shocks in Ethiopia,2022,Ecosystems and People,
doi:10.1016/j.crsust.2022.100196,10.1016/j.crsust.2022.100196,85142745821,"Climate change manifestations and adaptations in cocoa farms: Perspectives of smallholder farmers in the Adansi South District, Ghana",2022,Current Research in Environmental Sustainability,
doi:10.4314/ijbcs.v16i5.33,10.4314/ijbcs.v16i5.33,85172349130,Strengthening the Resilience Capacity of Farming Households to Climate Change in Benin: Results of a Diagnostic Study,2022,International Journal of Biological and Chemical Sciences,
ty:managementofagriculturescarewaterresourcesapplyingincrementaladaptationstrategiesacaseofadevelopingnation:2022,,85149323846,Management of Agriculture Scare Water Resources Applying Incremental Adaptation Strategies: A Case of a Developing Nation,2022,Journal of Fish Taxonomy,
doi:10.1016/j.wds.2022.100025,10.1016/j.wds.2022.100025,85153776833,"Risk perceptions, vulnerability and adaptation to climate change at farm level across four agricultural zones in Seychelles",2022,World Development Sustainability,
doi:10.1080/20421338.2021.1923394,10.1080/20421338.2021.1923394,85109811452,Indigenous knowledge and science-based predictors reliability and its implication for climate adaptation in Ghana,2022,African Journal of Science Technology Innovation and Development,
doi:10.1080/14693062.2022.2134085,10.1080/14693062.2022.2134085,85140846439,Strengthening climate adaptation in the northern region of Ghana: insights from a stakeholder analysis,2022,Climate Policy,
doi:10.3390/su14010006,10.3390/su14010006,85121644931,"Climate change-induced drought impacts, adaptation and mitigation measures in semi-arid pastoral and agricultural watersheds",2022,Sustainability Switzerland,
ty:theeffectsofdryspellsoncropdiversificationinthebraziliannortheastregion:2022,,85143252924,The Effects of Dry Spells on Crop Diversification in the Brazilian Northeast Region,2022,Ceur Workshop Proceedings,
doi:10.1080/23311886.2022.2126452,10.1080/23311886.2022.2126452,85138968004,Farm-based climate adaptation dynamics: insights from the vegetable sector in the Western Highlands of Cameroon,2022,Cogent Social Sciences,
doi:10.18848/1835-7156/cgp/v14i02/149-171,10.18848/1835-7156/cgp/v14i02/149-171,85178487014,Potential Adaptation Responses to Climate Change in Small-Scale Fisheries along the Colombian Pacific,2022,International Journal of Climate Change Impacts and Responses,
doi:10.1079/9781789245745.0021,10.1079/9781789245745.0021,85134905534,Conservation Agriculture Innovation Systems Build Climate Resilience for Smallholder Farmers in South Africa,2022,Conservation Agriculture in Africa Climate Smart Agricultural Development,
doi:10.1007/s10668-021-01471-4,10.1007/s10668-021-01471-4,85105390596,"Women farmers’ perceived indices of occurrence and severity of observed climate extremes in rural Savannah, Ghana",2022,Environment Development and Sustainability,
doi:10.1080/00291951.2022.2079559,10.1080/00291951.2022.2079559,85131505446,"Assessment of stakeholders’ roles and linkages in quality coffee production in Yirgacheffe District, southern Ethiopia: Implications for local adaptation to climate change",2022,Norsk Geografisk Tidsskrift,
doi:10.17582/journal.sja/2022/38.4.1314.1321,10.17582/journal.sja/2022/38.4.1314.1321,85139316325,Institutional Interventions and Climate-Smart Practices of Farmers in Nigeria,2022,Sarhad Journal of Agriculture,
doi:10.1007/978-3-030-98617-9_8,10.1007/978-3-030-98617-9_8,85135391517,Agricultural Vulnerability and Adaptation Strategies by Farmers to Climate Change in South-Western Coastal Bangladesh,2022,World Sustainability Series,
doi:10.1080/17565529.2021.1949574,10.1080/17565529.2021.1949574,85110706341,The perception of climate change and the demand for weather-index microinsurance: evidence from a contingent valuation survey in Nepal,2022,Climate and Development,
doi:10.1007/978-981-16-7861-5_1,10.1007/978-981-16-7861-5_1,85128182005,Climate Resilient Rainfed Agriculture: Experiences from India,2022,Climate Change Adaptations in Dryland Agriculture in Semi Arid Areas,
ty:climatechangepossibleimpactsonagricultureinthecontextoflatinamericaandvenezuela:2022,,85149879544,Climate change: possible impacts on agriculture in the context of Latin America and Venezuela,2022,Agroalimentaria,
ty:proceedingsofthe2022internationalconferenceandutilityexhibitiononenergyenvironmentandclimatechangeicue2022:2022,,85159692895,"Proceedings of the 2022 International Conference and Utility Exhibition on Energy, Environment and Climate Change, ICUE 2022",2022,Proceedings of the 2022 International Conference and Utility Exhibition on Energy Environment and Climate Change Icue 2022,
ty:assessingthesustainabilityofclimatechangeresponsemeasurestofarmingpracticesinanagriculturalenclaveintheeasternregionofghana:2022,,85144679964,Assessing the Sustainability of Climate Change Response Measures to Farming Practices in an agricultural enclave in the Eastern Region of Ghana,2022,West African Journal of Applied Ecology,
doi:10.1007/s11027-021-09981-2,10.1007/s11027-021-09981-2,85119846075,Exploring polyculture of small indigenous fishes with major carps in pens as a climate-resilient adaptation strategy for northeastern wetlands of India,2022,Mitigation and Adaptation Strategies for Global Change,
doi:10.1080/14693062.2021.1953435,10.1080/14693062.2021.1953435,85111430201,Farmers’ preferences and willingness to pay for climate-smart agricultural technologies on rice production in Nigeria,2022,Climate Policy,
doi:10.1175/wcas-d-21-0153.1,10.1175/wcas-d-21-0153.1,85137292745,Farmers’ Strategies for Drought Adaptation Based on the Indigenous Knowledge System: The Case of Iran,2022,Weather Climate and Society,
doi:10.1016/j.crm.2022.100455,10.1016/j.crm.2022.100455,85135880220,Income and yield effects of climate-smart agriculture (CSA) adoption in flood prone areas of Bangladesh: Farm level evidence,2022,Climate Risk Management,
doi:10.1111/ajae.12229,10.1111/ajae.12229,85108375657,Adapting to High Temperatures: Effect of Farm Practices and Their Adoption Duration on Total Value of Crop Production in Uganda,2022,American Journal of Agricultural Economics,
doi:10.1016/j.wds.2022.100007,10.1016/j.wds.2022.100007,85137356817,Farmers’ perceptions and adoption of Coffea arabica F1 hybrids in Central America,2022,World Development Sustainability,
doi:10.1007/s11027-021-09978-x,10.1007/s11027-021-09978-x,85121460747,Do rice varieties matter? Climate change adaptation and livelihood diversification among rural smallholder households in the Mekong Delta region of Vietnam,2022,Mitigation and Adaptation Strategies for Global Change,
doi:10.22160/22035184/aras-2022-43-2/5-35,10.22160/22035184/aras-2022-43-2/5-35,85154053859,"Managing disaster risks through adaptation and mitigation strategies in Wolaita, Southern Ethiopia",2022,Australasian Review of African Studies,
doi:10.21162/pakjas/22.79,10.21162/pakjas/22.79,85141179384,"Integrated impact assessment of climate change vulnerability and adaptations for agricultural production system of Punjab, Pakistan",2022,Pakistan Journal of Agricultural Sciences,
doi:10.1080/17565529.2021.1921685,10.1080/17565529.2021.1921685,85106732981,Non-formal education promotes innovation and climate change preparedness among isolated Nepalese farmers,2022,Climate and Development,
doi:10.1175/wcas-d-21-0041.1,10.1175/wcas-d-21-0041.1,85133213554,Aligning Trends in Climatic Parameters and Nomads' Indigenous Knowledge about Climate Change in Central Iran (Case Study: Semirom town),2022,Weather Climate and Society,
doi:10.3390/w14010005,10.3390/w14010005,85121664805,Determinants in the adoption of alternate wetting and drying technique for rice production in a gravity surface irrigation system in the Philippines,2022,Water Switzerland,
