title,coverDate,publicationName,doi,eid,scopus_id,citedby_count,prism_url
Farmers’ adaptation to climate change and crop yield: a case of Amuru and Apac districts of Northern Uganda,2022-01-01,International Journal of Agricultural Sustainability,10.1080/14735903.2022.2028400,2-s2.0-85124322912,85124322912,11,https://api.elsevier.com/content/abstract/scopus_id/85124322912
Climate change adaptation in fisheries,2022-01-01,Fish and Fisheries,10.1111/faf.12595,2-s2.0-85111035669,85111035669,61,https://api.elsevier.com/content/abstract/scopus_id/85111035669
Traditional Perceptions of Climate Change Phenomenon Influencing Adaptation Decisions among Women Crop Farmers in Southern Nigeria,2022-01-01,Journal of Agricultural Extension,10.4314/jae.v27i2.2,2-s2.0-85153331490,85153331490,4,https://api.elsevier.com/content/abstract/scopus_id/85153331490
Influence of demographic characteristics and social network on peri-urban smallholder farmers adaptation strategies - evidence from southern Ghana,2022-01-01,Cogent Food and Agriculture,10.1080/23311932.2022.2130969,2-s2.0-85140927321,85140927321,29,https://api.elsevier.com/content/abstract/scopus_id/85140927321
Impact of smallholder farmers’ climate-smart adaptation practices on wheat yield in southern Ethiopia,2022-01-01,Climate and Development,10.1080/17565529.2021.2014777,2-s2.0-85124340554,85124340554,21,https://api.elsevier.com/content/abstract/scopus_id/85124340554
"Household vulnerability and adaptive capacity on impacts of climate change and adaptability solution in Soroti District, Uganda",2022-01-01,International Journal of Tropical Drylands,10.13057/tropdrylands/t060203,2-s2.0-85215977606,85215977606,0,https://api.elsevier.com/content/abstract/scopus_id/85215977606
"Climate Change Adaptation and Mitigation Strategies in Madda Walabu District, Bale Zone, Southeast Ethiopia",2022-01-01,International Journal of Ecology,10.1155/2022/5658440,2-s2.0-85135026568,85135026568,5,https://api.elsevier.com/content/abstract/scopus_id/85135026568
"Exploring Climate Change Impacts on Smallholder Farmers in Mhondoro-Ngezi District, Zimbabwe",2022-01-01,Climate Change Management,10.1007/978-3-030-87934-1_22,2-s2.0-85128919448,85128919448,3,https://api.elsevier.com/content/abstract/scopus_id/85128919448
The nexus of traditional knowledge and climate change adaptation: Romanian farmers’ behavior towards landraces,2022-01-01,Local Environment,10.1080/13549839.2022.2033966,2-s2.0-85125083402,85125083402,8,https://api.elsevier.com/content/abstract/scopus_id/85125083402
Assessing the determinants of smallholder cocoa farmers' adoption of agronomic practices for climate change adaptation in Ghana,2022-01-01,Oxford Open Climate Change,10.1093/oxfclm/kgac005,2-s2.0-85142682887,85142682887,15,https://api.elsevier.com/content/abstract/scopus_id/85142682887
Smallholder farmers’ adaptation strategies to mitigate the effect of drought on maize production in OR Tambo District municipality,2022-01-01,African Journal of Science Technology Innovation and Development,10.1080/20421338.2020.1847385,2-s2.0-85099813622,85099813622,9,https://api.elsevier.com/content/abstract/scopus_id/85099813622
Cameroon’s adaptation to climate change and sorghum productivity,2022-01-01,Cogent Social Sciences,10.1080/23311886.2022.2140510,2-s2.0-85141690986,85141690986,4,https://api.elsevier.com/content/abstract/scopus_id/85141690986
VULNERABILITY AND ADAPTATION TO CLIMATE CHANGE IN RAJASTHAN,2022-01-01,Economic Annals,10.2298/EKA2234109M,2-s2.0-85148249421,85148249421,0,https://api.elsevier.com/content/abstract/scopus_id/85148249421
Exploring the concept of place in the literature on smallholder farmers and climate change adaptation in Sub-Saharan Africa,2022-01-01,South African Geographical Journal,10.1080/03736245.2021.1963316,2-s2.0-85112516943,85112516943,8,https://api.elsevier.com/content/abstract/scopus_id/85112516943
Determinants of Smallholder Farmers' Adaptation Strategies in Response to a Changing Climate: A Review of Sub-Saharan Africa Agriculture,2022-01-01,International Journal of Climate Change Impacts and Responses,10.18848/1835-7156/CGP/V15I01/57-71,2-s2.0-85140383299,85140383299,1,https://api.elsevier.com/content/abstract/scopus_id/85140383299
The complementarity and determinants of adoption of climate change adaptation strategies: evidence from smallholder farmers in Northwest Ethiopia,2022-01-01,Climate and Development,10.1080/17565529.2021.1943296,2-s2.0-85109899509,85109899509,20,https://api.elsevier.com/content/abstract/scopus_id/85109899509
Human mobility and climate change adaptation in small-scale farming areas in eastern Zimbabwe,2022-01-01,Africa Review,10.1163/09744061-20220127,2-s2.0-85125261991,85125261991,1,https://api.elsevier.com/content/abstract/scopus_id/85125261991
Climate Change Adaptation and Resilience on Small-Scale Farmers,2022-01-01,Disaster Risk Reduction for Resilience Disaster and Social Aspects,10.1007/978-3-030-99063-3_20,2-s2.0-85161902166,85161902166,0,https://api.elsevier.com/content/abstract/scopus_id/85161902166
Determinants of local adaptation strategies to climate change at farm households level in the central region of Vietnam: A case study in flooding delta regions of Thua Thien Hue province,2022-01-01,Proceedings of the 2022 International Conference and Utility Exhibition on Energy Environment and Climate Change Icue 2022,10.1109/ICUE55325.2022.10113489,2-s2.0-85159665362,85159665362,1,https://api.elsevier.com/content/abstract/scopus_id/85159665362
Gender differences on the choices of a portfolio of climate change adaptation strategies in Ethiopia,2022-01-01,Climate Risk Management,10.1016/j.crm.2022.100467,2-s2.0-85143810975,85143810975,2,https://api.elsevier.com/content/abstract/scopus_id/85143810975
Smallholders' coping strategies in response to climate variability in semi-arid agro-ecozones of Upper Eastern Kenya,2022-01-01,Social Sciences and Humanities Open,10.1016/j.ssaho.2022.100319,2-s2.0-85147308169,85147308169,24,https://api.elsevier.com/content/abstract/scopus_id/85147308169
"Assessment of agricultural emissions, climate change mitigation and adaptation practices in Ethiopia",2022-01-01,Climate Policy,10.1080/14693062.2022.2028597,2-s2.0-85123480544,85123480544,86,https://api.elsevier.com/content/abstract/scopus_id/85123480544
"“It’s in Our DNA”: Climate Change and Perceived Resilience and Adaptive Capacity in Nature-Based Tourism in Lofoten, Norway",2022-01-01,Weather Climate and Society,10.1175/WCAS-D-21-0026.1,2-s2.0-85130291200,85130291200,15,https://api.elsevier.com/content/abstract/scopus_id/85130291200
Adaptation to climate change: ethnic groups in Southwest China,2022-01-01,Environmental Hazards,10.1080/17477891.2021.1926216,2-s2.0-85106051320,85106051320,10,https://api.elsevier.com/content/abstract/scopus_id/85106051320
The importance of different land tenure systems for farmers’ response to climate change: A systematic review,2022-01-01,Climate Risk Management,10.1016/j.crm.2022.100419,2-s2.0-85125129305,85125129305,68,https://api.elsevier.com/content/abstract/scopus_id/85125129305
Potential Adaptation Responses to Climate Change in Small-Scale Fisheries along the Colombian Pacific,2022-01-01,International Journal of Climate Change Impacts and Responses,10.18848/1835-7156/CGP/V14I02/149-171,2-s2.0-85178487014,85178487014,2,https://api.elsevier.com/content/abstract/scopus_id/85178487014
"Perception of the impacts of climate and environmental variability on water availability, irrigation and farming systems: a study in rural households of Awash River Basin, Ethiopia",2022-01-01,International Journal of Agricultural Sustainability,10.1080/14735903.2021.1930738,2-s2.0-85106684193,85106684193,8,https://api.elsevier.com/content/abstract/scopus_id/85106684193
"Planned climate adaptation interventions and smallholder farmer output levels in the Upper East Region, Ghana",2022-01-01,Cogent Social Sciences,10.1080/23311886.2022.2108214,2-s2.0-85135961880,85135961880,5,https://api.elsevier.com/content/abstract/scopus_id/85135961880
"Vulnerability, impact and adaptation strategies of female farmers to climate variability",2022-01-01,Jamba Journal of Disaster Risk Studies,10.4102/jamba.v14i1.1302,2-s2.0-85141318213,85141318213,15,https://api.elsevier.com/content/abstract/scopus_id/85141318213
Strengthening climate adaptation in the northern region of Ghana: insights from a stakeholder analysis,2022-01-01,Climate Policy,10.1080/14693062.2022.2134085,2-s2.0-85140846439,85140846439,15,https://api.elsevier.com/content/abstract/scopus_id/85140846439
Conservation Agriculture Innovation Systems Build Climate Resilience for Smallholder Farmers in South Africa,2022-01-01,Conservation Agriculture in Africa Climate Smart Agricultural Development,10.1079/9781789245745.0021,2-s2.0-85134905534,85134905534,1,https://api.elsevier.com/content/abstract/scopus_id/85134905534
Indigenous Knowledge and Innovations in Tanzania: Opportunities for Smallholder Farmers to Adapt with Climate Change,2022-01-01,African Perspectives on Poverty Indigenous Knowledge Systems and Innovation,10.1007/978-981-19-5856-4_14,2-s2.0-85165309035,85165309035,0,https://api.elsevier.com/content/abstract/scopus_id/85165309035
Vegetation,2022-01-01,Fundamentals of Tropical Freshwater Wetlands from Ecology to Conservation Management,10.1016/B978-0-12-822362-8.00002-5,2-s2.0-85138044939,85138044939,24,https://api.elsevier.com/content/abstract/scopus_id/85138044939
Climate Change Vulnerability and Adaptation in Southwest Oregon: Executive Summary,2022-01-01,USDA Forest Service General Technical Report PNW Gtr,10.2737/PNW-GTR-1013,2-s2.0-86000602463,86000602463,0,https://api.elsevier.com/content/abstract/scopus_id/86000602463
Development of a regional climate change perception index based on traditional knowledge base of small-marginal farmers,2022-01-01,Indian Journal of Traditional Knowledge,,2-s2.0-85127790367,85127790367,2,https://api.elsevier.com/content/abstract/scopus_id/85127790367
When crop producers face dynamic climate risks in Ethiopia: exploring determinants behind choices of adaptation strategies,2022-01-01,Climate Research,10.3354/cr01704,2-s2.0-85141319723,85141319723,0,https://api.elsevier.com/content/abstract/scopus_id/85141319723
Strengthening the Resilience Capacity of Farming Households to Climate Change in Benin: Results of a Diagnostic Study,2022-01-01,International Journal of Biological and Chemical Sciences,10.4314/ijbcs.v16i5.33,2-s2.0-85172349130,85172349130,1,https://api.elsevier.com/content/abstract/scopus_id/85172349130
Heterogeneous impacts of climate change on crop yields across altitudes in Ethiopia,2022-01-01,Climatic Change,10.1007/s10584-022-03306-1,2-s2.0-85123441342,85123441342,41,https://api.elsevier.com/content/abstract/scopus_id/85123441342
Potential of In-Field Rainwater Harvesting to Improve Resilience of Dryland Cropping in Smallholder Farms of Zimbabwe: A Review,2022-01-01,Climate Change Adaptations in Dryland Agriculture in Semi Arid Areas,10.1007/978-981-16-7861-5_12,2-s2.0-85160151230,85160151230,3,https://api.elsevier.com/content/abstract/scopus_id/85160151230
Rainwater Harvesting as a Strategy for Adapting to Climate Change and Building Women’s Autonomy in Brazilian Semiarid Regions,2022-01-01,Generos,10.17583/generos.6673,2-s2.0-85127589764,85127589764,5,https://api.elsevier.com/content/abstract/scopus_id/85127589764
Impact of land acquisition for large-scale agricultural investments on vulnerability of displaced households to climate change shocks in Ethiopia,2022-01-01,Ecosystems and People,10.1080/26395916.2022.2143572,2-s2.0-85142265704,85142265704,3,https://api.elsevier.com/content/abstract/scopus_id/85142265704
Community Forestry Management for Climate Change Adaptation,2022-01-01,Handbook of Climate Change Mitigation and Adaptation Third Edition,10.1007/978-3-030-72579-2_135,2-s2.0-85160709798,85160709798,0,https://api.elsevier.com/content/abstract/scopus_id/85160709798
Do women farmers cope or adapt to strategies in response to climate extreme events? Evidence from rural Ghana,2022-01-01,Climate and Development,10.1080/17565529.2021.1971943,2-s2.0-85114022202,85114022202,14,https://api.elsevier.com/content/abstract/scopus_id/85114022202
On- and non-farm adaptation in Senegal: understanding differentiation and drivers of farmer strategies,2022-01-01,Climate and Development,10.1080/17565529.2021.1881424,2-s2.0-85100150308,85100150308,12,https://api.elsevier.com/content/abstract/scopus_id/85100150308
Exploring polyculture of small indigenous fishes with major carps in pens as a climate-resilient adaptation strategy for northeastern wetlands of India,2022-01-01,Mitigation and Adaptation Strategies for Global Change,10.1007/s11027-021-09981-2,2-s2.0-85119846075,85119846075,9,https://api.elsevier.com/content/abstract/scopus_id/85119846075
Agrobiodiversity and perceived climatic change effect on family farming systems in semiarid tropics of Kenya,2022-01-01,Open Agriculture,10.1515/opag-2022-0099,2-s2.0-85130403027,85130403027,10,https://api.elsevier.com/content/abstract/scopus_id/85130403027
"Smallholder farmer coping and adaptation strategies for agricultural water use during drought periods in the Overberg and West Coast Districts, Western Cape, South Africa",2022-01-01,Water SA,10.17159/wsa/2022.v48.i1.3846,2-s2.0-85125818228,85125818228,18,https://api.elsevier.com/content/abstract/scopus_id/85125818228
A review of gender inclusivity in agriculture and natural resources management under the changing climate in sub-Saharan Africa,2022-01-01,Cogent Social Sciences,10.1080/23311886.2021.2024674,2-s2.0-85124621258,85124621258,43,https://api.elsevier.com/content/abstract/scopus_id/85124621258
"Influences of Climate Change and Variability on Estuarine Ecosystems: An Impact Study in Selected European, South American and Asian Countries",2022-01-01,International Journal of Environmental Research and Public Health,10.3390/ijerph19010585,2-s2.0-85122163462,85122163462,69,https://api.elsevier.com/content/abstract/scopus_id/85122163462
Indigenous knowledge and science-based predictors reliability and its implication for climate adaptation in Ghana,2022-01-01,African Journal of Science Technology Innovation and Development,10.1080/20421338.2021.1923394,2-s2.0-85109811452,85109811452,26,https://api.elsevier.com/content/abstract/scopus_id/85109811452
Smallholder farmers’ engagement with climate smart agriculture in Africa: role of local knowledge and upscaling,2022-01-01,Climate Policy,10.1080/14693062.2021.2023451,2-s2.0-85122946666,85122946666,73,https://api.elsevier.com/content/abstract/scopus_id/85122946666
"Climate change manifestations and adaptations in cocoa farms: Perspectives of smallholder farmers in the Adansi South District, Ghana",2022-01-01,Current Research in Environmental Sustainability,10.1016/j.crsust.2022.100196,2-s2.0-85142745821,85142745821,20,https://api.elsevier.com/content/abstract/scopus_id/85142745821
Weather-index insurance as an adaptation strategy to climate change: a global insight,2022-01-01,Climate Research,10.3354/cr01697,2-s2.0-85135199725,85135199725,4,https://api.elsevier.com/content/abstract/scopus_id/85135199725
"A systematic review and meta-analysis assessing the impact of droughts, flooding, and climate variability on malnutrition",2022-01-01,Global Public Health,10.1080/17441692.2020.1860247,2-s2.0-85097781966,85097781966,71,https://api.elsevier.com/content/abstract/scopus_id/85097781966
Gender and the Social Dimensions of Climate Change: Rural and Resource Contexts of the Global North,2022-01-01,Gender and the Social Dimensions of Climate Change Rural and Resource Contexts of the Global North,10.4324/9781003089209,2-s2.0-85142023037,85142023037,2,https://api.elsevier.com/content/abstract/scopus_id/85142023037
Traditional Knowledge and Customary Sustainable Practices in Terrestrial Ecosystem,2022-01-01,Sustainable Development Goals Series,10.1007/978-981-19-3000-3_4,2-s2.0-85199338268,85199338268,0,https://api.elsevier.com/content/abstract/scopus_id/85199338268
Marine climate change risks to biodiversity and society in the ROPME Sea Area,2022-01-01,Climate Risk Management,10.1016/j.crm.2022.100411,2-s2.0-85124600923,85124600923,12,https://api.elsevier.com/content/abstract/scopus_id/85124600923
Climate resilience programmes and technical efficiency: evidence from the smallholder dairy farmers in the Brazilian semi-arid region,2022-01-01,Climate and Development,10.1080/17565529.2021.1904812,2-s2.0-85105109120,85105109120,9,https://api.elsevier.com/content/abstract/scopus_id/85105109120
Evaluating Transformational Adaptation in Smallholder Farming: Insights from an Evidence Review,2022-01-01,Sustainable Development Goals Series,10.1007/978-3-030-78853-7_13,2-s2.0-85196397196,85196397196,2,https://api.elsevier.com/content/abstract/scopus_id/85196397196
"Proceedings of the 2022 International Conference and Utility Exhibition on Energy, Environment and Climate Change, ICUE 2022",2022-01-01,Proceedings of the 2022 International Conference and Utility Exhibition on Energy Environment and Climate Change Icue 2022,,2-s2.0-85159692895,85159692895,0,https://api.elsevier.com/content/abstract/scopus_id/85159692895
"Risk perceptions, vulnerability and adaptation to climate change at farm level across four agricultural zones in Seychelles",2022-01-01,World Development Sustainability,10.1016/j.wds.2022.100025,2-s2.0-85153776833,85153776833,10,https://api.elsevier.com/content/abstract/scopus_id/85153776833
Climate change and shifting land-use: Consequences for smallholder agroforestry systems and rural livelihoods in the southwest Ethiopian Highlands,2022-01-01,Agroecology and Sustainable Food Systems,10.1080/21683565.2022.2067930,2-s2.0-85128927178,85128927178,1,https://api.elsevier.com/content/abstract/scopus_id/85128927178
"Expected global suitability of coffee, cashew and avocado due to climate change",2022-01-01,Plos One,10.1371/journal.pone.0261976,2-s2.0-85123509386,85123509386,107,https://api.elsevier.com/content/abstract/scopus_id/85123509386
Climate change: possible impacts on agriculture in the context of Latin America and Venezuela,2022-01-01,Agroalimentaria,,2-s2.0-85149879544,85149879544,2,https://api.elsevier.com/content/abstract/scopus_id/85149879544
"Managing disaster risks through adaptation and mitigation strategies in Wolaita, Southern Ethiopia",2022-01-01,Australasian Review of African Studies,10.22160/22035184/ARAS-2022-43-2/5-35,2-s2.0-85154053859,85154053859,1,https://api.elsevier.com/content/abstract/scopus_id/85154053859
Ruminant Productivity Among Smallholders in a Changing Climate: Adaptation Strategies,2022-01-01,Handbook of Climate Change Mitigation and Adaptation Third Edition,10.1007/978-3-030-72579-2_148,2-s2.0-85160702249,85160702249,3,https://api.elsevier.com/content/abstract/scopus_id/85160702249
Does crop diversification lead to climate-related resilience? Improving the theory through insights on practice,2022-01-01,Agroecology and Sustainable Food Systems,10.1080/21683565.2022.2076184,2-s2.0-85130452531,85130452531,74,https://api.elsevier.com/content/abstract/scopus_id/85130452531
"Causes, Effects, and Remedial Measures of Climate Change in the East Coast of India with Special Reference to the State of Odisha",2022-01-01,Springer Climate,10.1007/978-3-030-94395-0_16,2-s2.0-85129574761,85129574761,2,https://api.elsevier.com/content/abstract/scopus_id/85129574761
Perception of Cassava-Based Farmers to Climate Variability in the Rain Forest and Derived Savannah Biomes of Nigeria,2022-01-01,Sarhad Journal of Agriculture,10.17582/journal.sja/2022/38.5.43.52,2-s2.0-85142269020,85142269020,1,https://api.elsevier.com/content/abstract/scopus_id/85142269020
Sorghum as a household food and livelihood security crop under climate change in South Africa: A review,2022-01-01,South African Journal of Science,10.17159/sajs.2022/13340,2-s2.0-85140385477,85140385477,17,https://api.elsevier.com/content/abstract/scopus_id/85140385477
Aligning Trends in Climatic Parameters and Nomads' Indigenous Knowledge about Climate Change in Central Iran (Case Study: Semirom town),2022-01-01,Weather Climate and Society,10.1175/WCAS-D-21-0041.1,2-s2.0-85133213554,85133213554,1,https://api.elsevier.com/content/abstract/scopus_id/85133213554
Perception matters: an Indigenous perspective on climate change and its effects on forest-based livelihoods in the Amazon,2022-01-01,Ecology and Society,10.5751/ES-12837-270117,2-s2.0-85128466438,85128466438,16,https://api.elsevier.com/content/abstract/scopus_id/85128466438
Climate change impact on livestock production,2022-01-01,Emerging Issues in Climate Smart Livestock Production Biological Tools and Techniques,10.1016/B978-0-12-822265-2.00010-7,2-s2.0-85137887233,85137887233,15,https://api.elsevier.com/content/abstract/scopus_id/85137887233
Climate Change and Interconnected Risks to Sustainable Development,2022-01-01,Climate Change the Social and Scientific Construct,10.1007/978-3-030-86290-9_5,2-s2.0-85143795450,85143795450,12,https://api.elsevier.com/content/abstract/scopus_id/85143795450
The effect of proximity to protected areas on community adaptation to environmental change,2022-01-01,Journal of Environmental Management,10.1016/j.jenvman.2021.113805,2-s2.0-85116913758,85116913758,4,https://api.elsevier.com/content/abstract/scopus_id/85116913758
SWOT-FAHP-TOWS analysis for adaptation strategies development among small-scale farmers in drought conditions,2022-01-01,International Journal of Disaster Risk Reduction,10.1016/j.ijdrr.2021.102695,2-s2.0-85119914391,85119914391,72,https://api.elsevier.com/content/abstract/scopus_id/85119914391
Income and yield effects of climate-smart agriculture (CSA) adoption in flood prone areas of Bangladesh: Farm level evidence,2022-01-01,Climate Risk Management,10.1016/j.crm.2022.100455,2-s2.0-85135880220,85135880220,35,https://api.elsevier.com/content/abstract/scopus_id/85135880220
Mapping the irrecoverable carbon in Earth’s ecosystems,2022-01-01,Nature Sustainability,10.1038/s41893-021-00803-6,2-s2.0-85119451921,85119451921,136,https://api.elsevier.com/content/abstract/scopus_id/85119451921
Perception of Vulnerable Ultra-Poor Women on Climate Change Impacts and Local Adaptation in a High Flood Prone Area of Bangladesh,2022-01-01,Disaster Risk Reduction for Resilience Disaster and Social Aspects,10.1007/978-3-030-99063-3_19,2-s2.0-85161915914,85161915914,0,https://api.elsevier.com/content/abstract/scopus_id/85161915914
"Weather Shocks, Coping Strategies and Household Well-being: Evidence from Rural Mauritania",2022-01-01,Journal of Development Studies,10.1080/00220388.2021.1983168,2-s2.0-85116891688,85116891688,8,https://api.elsevier.com/content/abstract/scopus_id/85116891688
The Potential Impact of Climate Change on the Micronutrient-Rich Food Supply,2022-01-01,Advances in Nutrition,10.1093/advances/nmab104,2-s2.0-85123969011,85123969011,68,https://api.elsevier.com/content/abstract/scopus_id/85123969011
Making Rice-Farming System More Climate Resilient and Nutrition Sensitive: Heritage of Kurichiya Tribe Community of Western Ghats,2022-01-01,Innovation in Small Farm Agriculture Improving Livelihoods and Sustainability,10.1201/9781003164968-29,2-s2.0-85142806956,85142806956,2,https://api.elsevier.com/content/abstract/scopus_id/85142806956
Do rice varieties matter? Climate change adaptation and livelihood diversification among rural smallholder households in the Mekong Delta region of Vietnam,2022-01-01,Mitigation and Adaptation Strategies for Global Change,10.1007/s11027-021-09978-x,2-s2.0-85121460747,85121460747,35,https://api.elsevier.com/content/abstract/scopus_id/85121460747
The role of women in community resilience to climate change: A case study of an Indigenous Fijian community,2022-01-01,Women S Studies International Forum,10.1016/j.wsif.2021.102550,2-s2.0-85122943176,85122943176,60,https://api.elsevier.com/content/abstract/scopus_id/85122943176
Main Measures for Adapting to the Earth's Changing Radiation Balance Causing the Climate Crisis,2022-01-01,Iet Conference Proceedings,,2-s2.0-85174648410,85174648410,0,https://api.elsevier.com/content/abstract/scopus_id/85174648410
"Impact of climate variability, farmers adaptation and coping strategies on coffee production in highlands of Kigoma District, Tanzania",2022-01-01,Asian Journal of Forestry,10.13057/asianjfor/r060105,2-s2.0-85189243128,85189243128,1,https://api.elsevier.com/content/abstract/scopus_id/85189243128
Vulnerability of smallholder agriculture to environmental change in North-Western Ghana and implications for development planning,2022-01-01,Climate and Development,10.1080/17565529.2021.1881423,2-s2.0-85101203708,85101203708,30,https://api.elsevier.com/content/abstract/scopus_id/85101203708
Climate and migration of agricultural producers of Banikoara cotton zones in Benin,2022-01-01,International Journal of Agricultural Resources Governance and Ecology,10.1504/IJARGE.2022.10053266,2-s2.0-85147833448,85147833448,0,https://api.elsevier.com/content/abstract/scopus_id/85147833448
Institutional Interventions and Climate-Smart Practices of Farmers in Nigeria,2022-01-01,Sarhad Journal of Agriculture,10.17582/journal.sja/2022/38.4.1314.1321,2-s2.0-85139316325,85139316325,2,https://api.elsevier.com/content/abstract/scopus_id/85139316325
Increasing Adaptation to Climate Stress by Applying Conservation Agriculture in Southern Africa,2022-01-01,Conservation Agriculture in Africa Climate Smart Agricultural Development,10.1079/9781789245745.0016,2-s2.0-85134992625,85134992625,3,https://api.elsevier.com/content/abstract/scopus_id/85134992625
Cereal production practices and technical efficiency among farm households in major “teff” growing mixed farming areas of Ethiopia: A stochastic meta-frontier approach,2022-01-01,Cogent Economics and Finance,10.1080/23322039.2021.2012986,2-s2.0-85122813828,85122813828,15,https://api.elsevier.com/content/abstract/scopus_id/85122813828
"Women farmers’ perceived indices of occurrence and severity of observed climate extremes in rural Savannah, Ghana",2022-01-01,Environment Development and Sustainability,10.1007/s10668-021-01471-4,2-s2.0-85105390596,85105390596,15,https://api.elsevier.com/content/abstract/scopus_id/85105390596
A resilience lens to explore seaweed farmers’ responses to the impacts of climate change in Tanzania,2022-01-01,Applied Phycology,10.1080/26388081.2022.2091951,2-s2.0-85139908666,85139908666,8,https://api.elsevier.com/content/abstract/scopus_id/85139908666
Antarctic Seabirds as Indicators of Climate Change,2022-01-01,Volume 1 Seabird Biodiversity and Human Activities,,2-s2.0-85195911520,85195911520,8,https://api.elsevier.com/content/abstract/scopus_id/85195911520
Conservation Agriculture for Climate Smart Agriculture in Smallholder Farming Systems in Kenya,2022-01-01,Conservation Agriculture in Africa Climate Smart Agricultural Development,10.1079/9781789245745.0027,2-s2.0-85134939760,85134939760,1,https://api.elsevier.com/content/abstract/scopus_id/85134939760
The development status and prospect of contemporary marine fisheries,2022-01-01,Journal of Fishery Sciences of China,10.12264/JFSC2021-0386,2-s2.0-85135037372,85135037372,7,https://api.elsevier.com/content/abstract/scopus_id/85135037372
Evaluation of Sustainable Rice Farming Systems in the Mekong River Delta,2022-01-01,Palgrave Handbook of Climate Resilient Societies Volumes 1 2,10.1007/978-3-030-42462-6_113,2-s2.0-85160744213,85160744213,0,https://api.elsevier.com/content/abstract/scopus_id/85160744213
International Conference on Sustainability and Technology in Climate Change: Adaptation Action,2022-01-01,Iop Conference Series Earth and Environmental Science,,2-s2.0-85145281051,85145281051,0,https://api.elsevier.com/content/abstract/scopus_id/85145281051
Assessing the Vulnerability of Rural Households to Floods at Pol-e Dokhtar Region in Iran,2022-01-01,Sustainability Switzerland,10.3390/su14020762,2-s2.0-85122737054,85122737054,14,https://api.elsevier.com/content/abstract/scopus_id/85122737054
"Effects of Climate Change on Food Production in Semi-Arid Areas: A Case Study of Uzumba Maramba Pfungwe District, Zimbabwe",2022-01-01,Climate Change Management,10.1007/978-3-030-87934-1_26,2-s2.0-85128974062,85128974062,2,https://api.elsevier.com/content/abstract/scopus_id/85128974062
Climate Change Vulnerability and Adaptation in Southwest Oregon,2022-01-01,USDA Forest Service General Technical Report PNW Gtr,,2-s2.0-105007064847,105007064847,1,https://api.elsevier.com/content/abstract/scopus_id/105007064847
Goat as the Ideal Future Climate Resilient Animal Model,2022-01-01,Climate Change and Livestock Production Recent Advances and Future Perspectives,10.1007/978-981-16-9836-1_22,2-s2.0-85160768035,85160768035,5,https://api.elsevier.com/content/abstract/scopus_id/85160768035
Assessing vulnerability of wetland fisheries to climate change: a stakeholders’ perception-based approach,2022-01-01,Climate and Development,10.1080/17565529.2021.1956410,2-s2.0-85111959941,85111959941,14,https://api.elsevier.com/content/abstract/scopus_id/85111959941
"Effects of climate change on pastoral households in the Harshin District of the Somali Region, Ethiopia",2022-01-01,Jamba Journal of Disaster Risk Studies,10.4102/jamba.v14i1.1202,2-s2.0-85137288952,85137288952,14,https://api.elsevier.com/content/abstract/scopus_id/85137288952
Perception and adaptation of cattle breeders to climate change in the Upper Oueme basin in Benin,2022-01-01,Tropicultura,10.25518/2295-8010.2135,2-s2.0-85153335848,85153335848,3,https://api.elsevier.com/content/abstract/scopus_id/85153335848
Effect of climate-smart agriculture on household food security in small-scale production systems: A micro-level analysis from South Africa,2022-01-01,Cogent Social Sciences,10.1080/23311886.2022.2086343,2-s2.0-85132132009,85132132009,35,https://api.elsevier.com/content/abstract/scopus_id/85132132009
Introduction and Overview,2022-01-01,Sustainable Development Goals Series,10.1007/978-3-031-09555-9_1,2-s2.0-85195135726,85195135726,1,https://api.elsevier.com/content/abstract/scopus_id/85195135726
"Determinants and Spatio-Temporal Drivers of Agricultural Vulnerability to Climate Change at Block Level, Darjeeling Himalayan (Hill) Region, West Bengal, India",2022-01-01,Springer Climate,10.1007/978-3-031-15501-7_14,2-s2.0-85146228153,85146228153,3,https://api.elsevier.com/content/abstract/scopus_id/85146228153
Unraveling the combined effects of sociopolitical and climate change scenarios for an artisanal small-scale fishery in the Western Mediterranean,2022-01-01,Ecology and Society,10.5751/ES-12977-270143,2-s2.0-85128464502,85128464502,7,https://api.elsevier.com/content/abstract/scopus_id/85128464502
"Long-term monitoring data reveal effects of age, population density, and environmental aspects on hatching success of Common Cranes (Grus grus)",2022-01-01,Avian Research,10.1016/j.avrs.2022.100040,2-s2.0-85132241052,85132241052,9,https://api.elsevier.com/content/abstract/scopus_id/85132241052
Coastal Fisheries,2022-01-01,Blue Economy an Ocean Science Perspective,10.1007/978-981-19-5065-0_4,2-s2.0-85166114897,85166114897,1,https://api.elsevier.com/content/abstract/scopus_id/85166114897
"Community Water Projects Sustainability for Climate Change Resilience and Adaptation in Suam Catchment Area of West Pokot County, Kenya",2022-01-01,Lecture Notes of the Institute for Computer Sciences Social Informatics and Telecommunications Engineering Lnicst,10.1007/978-3-031-23116-2_3,2-s2.0-85151049911,85151049911,0,https://api.elsevier.com/content/abstract/scopus_id/85151049911
Farmers’ perceptions and adoption of Coffea arabica F1 hybrids in Central America,2022-01-01,World Development Sustainability,10.1016/j.wds.2022.100007,2-s2.0-85137356817,85137356817,17,https://api.elsevier.com/content/abstract/scopus_id/85137356817
