doi,title,domain_type,process_outcome_domains_raw
10.1016/j.rsma.2023.103030,Climate change adaptation and fishers' subjective well-being in Indonesia: Is there a link?,both,decision_making_planning; wellbeing
10.1016/j.jrurstud.2026.104098,Blame it on the rain: Rainfall shock and consumption smoothing in rural China,process_only,uptake_adoption; behavioral_change; access_information_services
10.1016/j.cliser.2019.01.007,The role of climate services in agricultural productivity in Ghana: The perspectives of farmers and institutions,process_only,decision_making_planning; access_information_services; institutional_governance
10.1016/j.gloenvcha.2013.12.011,Smallholder farmer cropping decisions related to climate variability across multiple regions,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; institutional_governance
10.3389/fsufs.2026.1716280,"Climate-resilient, gender-responsive aqua-horticulture for rural nutrition and livelihoods: evidence from coastal region of India",both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; participation_coproduction; yields_productivity; income_assets
10.20937/atm.53497,Climate change adaptation measures in a highly productive maize area (Mexico): Are practices aligned with science?,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services
10.1016/j.crm.2025.100787,Climate risk adaptation through disaster insurance: Understanding purchase behavior of farmers threatened by flash floods in rural China,process_only,knowledge_awareness_learning; decision_making_planning; behavioral_change; institutional_governance
10.1007/s10460-019-09925-2,Farming God's Way: agronomy and faith contested,process_only,decision_making_planning; behavioral_change; institutional_governance
10.1016/j.indic.2026.101208,"Understanding climate change-induced drought shocks and coping strategies of farmers in the Barind Tract Region, Bangladesh",process_only,decision_making_planning; uptake_adoption; behavioral_change; access_information_services
10.1016/j.worlddev.2017.04.028,"A Study of Climate-Smart Farming Practices and Climate-resiliency Field Schools in Mindanao, the Philippines",both,decision_making_planning; access_information_services; institutional_governance; yields_productivity; livelihoods
10.3934/agrfood.2021036,Empowerment of smallholder female livestock farmers and its potential impacts to their resilience to agricultural drought,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; participation_coproduction; institutional_governance; access_information_services; risk_reduction; resilience_adaptive_capacity
10.22452/jati.vol29no1.3,"AN ANALYSIS OF COFFEE GROWER HOUSEHOLDS IN RESPONSE TO THE GLOBAL COFFEE CRISIS IN LAM DONG PROVINCE, VIETNAM",process_only,decision_making_planning; uptake_adoption; behavioral_change
10.1016/j.cliser.2026.100646,"Pulse farmers' adaptation to climate-induced variability in coastal Bangladesh: Perceptions, strategies, and drivers",both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services; yields_productivity
10.1007/s13280-016-0833-2,The diversity of gendered adaptation strategies to climate change of Indian farmers: A feminist intersectional approach,process_only,knowledge_awareness_learning; decision_making_planning; behavioral_change; participation_coproduction; institutional_governance; access_information_services
10.1186/s40066-025-00577-6,"Upscaling of crowdsourced winner crop varieties in Ethiopia improved farmers' varietal portfolio, farm resilience, and livelihoods",both,uptake_adoption; yields_productivity; income_assets; wellbeing; risk_reduction
10.22319/rmcp.v12i1.5213,Cognitive dissonance in the face of climate change in beekeepers: A case study in Mexico,process_only,knowledge_awareness_learning; decision_making_planning; behavioral_change
10.3389/fclim.2026.1744133,"Living with drought: climate change perceptions, adaptation, and mitigation among farmers in rural Bangladesh",both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services; yields_productivity; income_assets; livelihoods
10.3389/fsufs.2022.842987,Smallholder Farmers Climate-Smart Crop Diversification Cost Structure: Empirical Evidence From Western Kenya,both,decision_making_planning; yields_productivity; income_assets
10.1038/s41598-026-44231-y,Evaluating iSAT climate-informed agro-advisories for farm decisions and system performance in Senegal's drylands,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; yields_productivity; income_assets
10.5751/es-10175-230321,The implications of group norms for adaptation in collectively managed agricultural systems: evidence from Sri Lankan paddy farmers,process_only,decision_making_planning; institutional_governance
10.5751/es-13400-270431,"Strong ethics and flexible actions, the properties of traditional ecological knowledge (TEK), as key resources for socioecological resilience to the impacts of climate change: a case study of Baojiatun, Yunnan-Guizhou Plateau karst area, southwest China",both,knowledge_awareness_learning; decision_making_planning; behavioral_change; institutional_governance; resilience_adaptive_capacity
10.1016/j.crsust.2021.100080,Traditional knowledge and institutions for sustainable climate change adaptation in Ethiopia,process_only,knowledge_awareness_learning; decision_making_planning; institutional_governance; access_information_services
10.1016/j.jafr.2021.100168,Socioeconomic factors influencing the choice of climate-smart soil practices among farmers in western Kenya,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance
10.3389/fsufs.2024.1504388,"Bridging the gap: challenges and adoption of climate-resilient agriculture technologies in agricultural landscapes across agro-climatic zones of Bihar, India",process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption
10.1007/s43621-026-02595-1,Adoption of climate-smart agriculture among Iranian farmers based on an extended technology acceptance model,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption
10.1016/j.agsy.2025.104489,Prioritizing climate-smart agricultural technologies for coastal Bangladesh: A multicriteria assessment,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; institutional_governance
10.1016/j.indic.2024.100477,Effects of extension service on the uptake of climate-smart sorghum production practices: Insights from drylands of Ethiopia,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; institutional_governance
10.1007/s44274-026-00570-1,Impact of climate change adaptation strategies on the income of maize farmers in Benin,both,decision_making_planning; uptake_adoption; yields_productivity; income_assets
10.1016/j.eap.2023.12.019,Do farmers always choose agricultural insurance against climate change risks?,process_only,decision_making_planning; access_information_services
10.1016/j.indic.2026.101207,Impacts of climate change on water resources and farming community adaptation strategies in southwestern Ethiopia,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; institutional_governance; access_information_services
10.12795/rea.2025.i49.08,"Innovative climate resilient indigenous food system combining ""Water Taro, Shrimp, Eel and Water Cress in Vanuatu - Scaling Up""",both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; participation_coproduction; institutional_governance; access_information_services; yields_productivity; income_assets; livelihoods; wellbeing; risk_reduction
10.55188/ijifsd.v17i4.1090,"Climate Resilience and Coffee Farmers' Welfare in Central Aceh, Indonesia: Adaptation Strategies from the Maqasid al-Shari'ah Perspective",both,decision_making_planning; institutional_governance; wellbeing
10.5751/es-13310-270326,Addressing the resilience of tomato farmers in Ghana facing a double exposure from climate and market,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services; yields_productivity; income_assets
10.3389/fsufs.2026.1676698,Understanding farmer decision-making and gendered adoption strategies under climate shocks in sub-Saharan Africa,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services
10.1016/j.ecolind.2017.08.021,Climate change adaptation in the western-Himalayas: Household level perspectives on impacts and barriers,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance
10.1016/j.crm.2021.100346,Co-producing climate information services with smallholder farmers in the Lower Bengal Delta: How forecast visualization and communication support farmers' decision-making,process_only,decision_making_planning; knowledge_awareness_learning; access_information_services
10.1108/dpm-05-2024-0130,An Afrocentric approach to climate change adaptation: indigenous seasonal predictors among Ndau people in Chimanimani in Zimbabwe,process_only,knowledge_awareness_learning; decision_making_planning; behavioral_change
10.1007/s43621-026-02715-x,Enhancing smallholder farmers' resilience to climate change through integrated farm management in Northern Ethiopia,both,decision_making_planning; uptake_adoption; institutional_governance; access_information_services; yields_productivity; income_assets; livelihoods; wellbeing; risk_reduction
10.1016/j.gloenvcha.2022.102584,Adaptive capacity within tropical marine protected areas - Differences between men- and women-headed households,process_only,knowledge_awareness_learning; decision_making_planning; institutional_governance; access_information_services
10.3389/fsufs.2026.1654751,Effect of socio-technical innovation bundles on male and female smallholder farmers' empowerment in selected counties in Kenya,both,decision_making_planning; participation_coproduction; institutional_governance; access_information_services; yields_productivity; income_assets
10.53936/afjare.2023.18(2).10,The effect of climate change and agricultural diversification on the total value of agricultural output of farm households in Sub-Saharan Africa,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; yields_productivity; income_assets
10.1016/j.envsci.2016.05.017,Implementing climate variability adaptation at the community level in the Amazon floodplain,process_only,knowledge_awareness_learning; decision_making_planning; institutional_governance
10.1016/j.smallrumres.2022.106763,Livelihood and production strategies of livestock keepers and their perceptions on climate change in the Central Peruvian Andes,both,decision_making_planning; uptake_adoption; risk_reduction
10.1016/j.envdev.2024.101070,"Exploring women's empowerment and adaptive capacity in Chepang communities of Chitwan, Nepal",both,knowledge_awareness_learning; decision_making_planning; institutional_governance; wellbeing; risk_reduction
10.1007/s43621-026-03071-6,"Digital financial services, gender and climate-resilience pathways for sustainable agriculture in Nigeria",both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services; risk_reduction
10.1016/j.gloenvcha.2026.103132,The effects of self-governance arrangements on the climate change resilience of small-scale fisheries in Mexico,process_only,decision_making_planning; behavioral_change; institutional_governance; access_information_services
10.1016/j.envdev.2020.100603,"Socioeconomic determinants of climate change adaptations in the flood-prone rural community of Indus Basin, Pakistan",process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption
10.1016/j.farsys.2023.100020,Push-pull technology enhances resilience to climate change and prevents land degradation: Perceptions of adopters in western Kenya,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services
10.1371/journal.pone.0284328,Responding to harvest failure: Understanding farmers coping strategies in the semi-arid Northern Ghana,process_only,decision_making_planning; uptake_adoption
10.19136/era.a9n1.3170,"Perception and adaptation of coffee producers to climate change in Puebla and Oaxaca, Mexico",process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance
10.18520/cs/v127/i3/333-339,"Evaluation of farmers' contentment with climate resilient agricultural technologies in Telangana, India",process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change
10.3389/fclim.2026.1746574,"Bridging smallholder farmers to climate information: the role of agricultural advisors in KwaZulu-Natal, South Africa",both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; risk_reduction
10.1016/j.jaridenv.2020.104337,"Climate change and variability perceptions and adaptations of pastoralists' communities in the Maasai Steppe, Tanzania",process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption
10.5267/j.dsl.2026.1.003,"From adaptation to resilience: The impact of climate change adaptation on food security in Lamongan, Indonesia",both,decision_making_planning; yields_productivity; wellbeing
10.1016/j.indic.2024.100567,"Place attachment, activation of personal norms, and the role of emotions to save water in scarcity",process_only,knowledge_awareness_learning; decision_making_planning; behavioral_change; institutional_governance
10.1007/s44187-024-00077-9,"Determinants of adoption of climate smart agricultural technologies in wheat production in Arsi Zone, Oromia Region of Ethiopia",process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; institutional_governance
10.1016/j.crm.2024.100592,Assessing leverage points for strengthening adaptive capacity in a Global South food system: A psychometric approach,process_only,knowledge_awareness_learning; decision_making_planning; institutional_governance; access_information_services
10.1016/j.agsy.2021.103125,Agent-based modelling of the social-ecological nature of poverty traps in southwestern Madagascar,both,decision_making_planning; yields_productivity; income_assets; risk_reduction
10.1007/s44274-026-00576-9,Determinants of households' willingness to participate in the green legacy initiative program for tree planting in eastern Ethiopia,process_only,decision_making_planning; behavioral_change; institutional_governance
10.1007/s10584-026-04160-1,Seasonal agricultural vulnerability in semi-arid Morocco: combining remote sensing and farmer knowledge to inform climate adaptation,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; institutional_governance; access_information_services; risk_reduction
10.1007/s13280-011-0231-8,Climate Variability and Environmental Stress in the Sudan-Sahel Zone of West Africa,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services
10.1016/j.heliyon.2023.e18512,"Salinity hazard drives the alteration of occupation, land use and ecosystem service in the coastal areas: Evidence from the south-western coastal region of Bangladesh",both,decision_making_planning; uptake_adoption; livelihoods; wellbeing; risk_reduction
10.1016/j.agrformet.2019.107667,"Do indigenous forecasts and scientific forecasts influence arable farmers' and agro-pastoralists' estimation of onset and cessation of rains? Empirical evidence from Rwenzori region, Western Uganda",process_only,knowledge_awareness_learning; decision_making_planning
10.1016/j.envdev.2023.100936,"Determining synergies and trade-offs between adaptation, mitigation and development in coastal socio-ecological systems in Bangladesh",process_only,decision_making_planning; institutional_governance
10.1007/s10584-023-03625-x,How subjectivities and subject-making influence community participation in climate change adaptation: the case of Vietnam,process_only,decision_making_planning; institutional_governance; access_information_services
10.3389/fagro.2025.1722570,Agroecological and socioeconomic determinants of lablab (Lablab purpureus) integration in semi-arid and sub-humid farming systems of Tanzania,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; institutional_governance; access_information_services; risk_reduction
10.1016/j.pdisas.2026.100537,Livelihood risks of compound disasters in coastal Bangladesh: Cascading impacts of COVID-19 and cyclone Amphan,process_only,decision_making_planning; uptake_adoption; behavioral_change; participation_coproduction; institutional_governance; access_information_services
10.3389/fsufs.2021.726725,"Smallholder Farmer Engagement in Citizen Science for Varietal Diversification Enhances Adaptive Capacity and Productivity in Bihar, India",both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; yields_productivity; risk_reduction; resilience_adaptive_capacity
10.1016/j.vas.2022.100240,Effects of climate variability on livestock productivity and pastoralists perception: The case of drought resilience in Southeastern Ethiopia,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; yields_productivity
10.1016/j.jaridenv.2021.104610,"Spatial patterns in the adaptive capacity of dryland agricultural households in South Punjab, Pakistan",both,knowledge_awareness_learning; decision_making_planning; institutional_governance; risk_reduction; resilience_adaptive_capacity
10.5109/7388814,Impact of Adoption of Climate-smart Practices on Horticulture Yield: Lessons from Smallholder Horticulture Empowerment and Promotion Approach in Ethiopia,both,decision_making_planning; uptake_adoption; yields_productivity
10.1016/j.sciaf.2025.e03073,"Drivers and perceptions of cattle farmers towards tree planting on farmland in Benin, West Africa: Pathways to agroforestry adoption",process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; institutional_governance
10.1007/s13412-026-01105-z,"Balancing self- sufficiency and sustainability: insights from the Mising community in Sikom, Assam",process_only,knowledge_awareness_learning; decision_making_planning; institutional_governance; access_information_services
10.1016/j.jclepro.2019.02.028,Ecosystem-based Adaptation (EbA) practices in smallholder agriculture; emerging evidence from rural Pakistan,process_only,decision_making_planning; uptake_adoption; institutional_governance
10.3389/fsufs.2026.1695946,Farm-level diagnosis and adaptation strategies for sustainable beef production in Tunisia under climate change,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; institutional_governance; risk_reduction
10.1016/j.ijdrr.2019.101159,The effectiveness of drought risk management strategies in western Iran,process_only,decision_making_planning; uptake_adoption
10.18623/rvd.v23.n4.4896,AGRICULTURAL INSURANCE ADOPTION IN ALBANIA: EVIDENCE FROM EMPIRICAL ANALYSIS,process_only,knowledge_awareness_learning; decision_making_planning; institutional_governance; access_information_services; behavioral_change
10.1016/j.habitatint.2020.102185,Adaptive behavior of farmers' livelihoods in the context of human-environment system changes,process_only,decision_making_planning; uptake_adoption; behavioral_change; institutional_governance
10.1016/j.ijdrr.2019.101436,"Climate change, drought and rural communities: Understanding people's perceptions and adaptations in rural eastern India",process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change
10.1038/s43016-022-00543-6,A shift from cattle to camel and goat farming can sustain milk production with lower inputs and emissions in north sub-Saharan Africa's drylands,both,decision_making_planning; uptake_adoption; risk_reduction; resilience_adaptive_capacity
10.1007/s11269-023-03533-w,Promoting Climate Resilient Sustainable Agriculture Through Participatory System Dynamics with Crop-Water-Income Dynamics,process_only,decision_making_planning; institutional_governance; access_information_services
10.3389/fagro.2025.1394893,"Climate-smart crop production can support household food and nutrition security in urban communities in Chitungwiza, Zimbabwe",both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; yields_productivity; livelihoods; wellbeing
10.1007/s10668-023-03566-6,Adaptation constraints and prospects for future research priorities in lowland rice-based farming systems: learning experiences from Northwest Cambodia,process_only,decision_making_planning; uptake_adoption; institutional_governance; access_information_services
10.3389/fsufs.2022.702405,Building Resilient Maize Production Systems With Stress-Adapted Varieties: Farmers' Priorities in Western Kenya,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption
10.4314/jae.v30i1.5,Factors Influencing Adoption of Climate-Smart Agricultural Practices among Cassava Farmers in Southeastern Nigeria,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services
10.3389/fvets.2025.1690335,Thriving against the odds through positive deviant behavior: technology adoption and entrepreneurship among dairy farmers in Addis Ababa and Oromia in Ethiopia,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services; yields_productivity
10.1186/s40100-024-00325-7,Smallholder access to purchased seeds in the presence of pervasive market imperfections and rainfall shocks: panel data evidence from Malawi and Ethiopia,both,decision_making_planning; risk_reduction
10.14710/jitaa.47.2.146-154,Farmer's perceptions on risk and determinants of risk management strategy in integrated cattle and crops farming systems,process_only,decision_making_planning; behavioral_change
10.1186/s13570-022-00238-4,"Pastoralist herd size maintenance during drought with the use of reseeded fields near Lake Baringo, Kenya",both,decision_making_planning; uptake_adoption; wellbeing
10.4102/jamba.v17i1.1811,A sustainability trilogy approach for drought risk prevention: Case study in Indonesia,process_only,decision_making_planning; uptake_adoption; institutional_governance; access_information_services
10.1016/j.jenvman.2025.127644,Farmers' preferences and willingness to accept climate-smart financial incentives: A discrete choice experiment on conservation agriculture and agroforestry in northwest Ethiopia,process_only,decision_making_planning; uptake_adoption
10.1007/s11027-026-10297-2,Linking climate-smart agriculture awareness and crop diversity in semi-arid South Africa,both,knowledge_awareness_learning; uptake_adoption; yields_productivity; livelihoods; wellbeing
10.1016/j.crm.2024.100649,Navigating seasonality in cotton-based farming systems in southern Mali,both,decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services; yields_productivity; income_assets; livelihoods
10.1016/j.heliyon.2020.e04167,"Farm households' flood adaptation practices, resilience and food security in the Upper East region, Ghana",both,decision_making_planning; uptake_adoption; wellbeing; risk_reduction
10.1016/j.crm.2023.100575,Factors affecting willingness to adopt climate insurance among smallholder farmers in Sri Lanka,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption
10.3846/jeelm.2025.24540,HEAVY RAINFALL RESILIENCE: ADOPTION OF CLIMATE SMART AGRICULTURE AMONG MARGINAL FARMERS IN A SUB-BASIN OF INDIA,both,decision_making_planning; uptake_adoption; risk_reduction; resilience_adaptive_capacity
10.1016/j.rineng.2025.105145,Impacts of resilience on food security in rural households of Iran under drought conditions using an extended sustainable livelihood framework,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services; yields_productivity; income_assets; livelihoods; wellbeing
10.3389/fsufs.2026.1725530,Women networks in India- a potential pathway for sustainable seed production and dissemination of climate resilient crop varieties,both,decision_making_planning; uptake_adoption; behavioral_change; participation_coproduction; yields_productivity; income_assets; wellbeing
10.3389/fsoil.2022.905664,"Investigating Farmer Perspectives and Compost Application for Soil Management in Urban Agriculture in Mwanza, Tanzania",both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; yields_productivity
10.1016/j.jenvman.2026.129127,Perceived effectiveness of agricultural clusters and the behavioral pathways to climate smart agriculture adoption: Evidence from Ethiopia,process_only,decision_making_planning; uptake_adoption; behavioral_change
10.3389/fsufs.2025.1526582,Pastoral livestock farming constraints and adaptation strategies in response to institutional reforms in the Sudano-Sahelian zone of West Africa,process_only,decision_making_planning; behavioral_change; participation_coproduction; institutional_governance
10.3389/fsufs.2026.1648400,Making climate-smart technologies work for women farmers: insights from cases of bundling innovations in India,both,decision_making_planning; participation_coproduction; institutional_governance; access_information_services; wellbeing
10.1016/j.wace.2025.100814,"Modelling the effects of rainstorm adaptation strategies on maize yield among rural farmers in Ekiti State, Nigeria",both,decision_making_planning; yields_productivity
10.1016/j.accre.2022.06.002,"Assessing household perception, autonomous adaptation and economic value of adaptation benefits: Evidence from West Coast of Peninsular Malaysia",both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; access_information_services; income_assets; risk_reduction
10.1007/s11356-022-20336-5,"Synchronized agricultural credit and diversification adoption to catastrophic risk manage for wheat production in Punjab, Pakistan",process_only,decision_making_planning; uptake_adoption
10.1016/j.landusepol.2019.04.040,Farmers' perceptions and management of risk in rice-based farming systems of south-west coastal Bangladesh,process_only,decision_making_planning; uptake_adoption; behavioral_change; institutional_governance
10.1515/opag-2022-0196,"Assessing the determinant factors of risk strategy adoption to mitigate various risks: An experience from smallholder rubber farmers in West Kalimantan Province, Indonesia",process_only,decision_making_planning; behavioral_change
10.1016/j.ecolecon.2024.108425,Preferences for drought risk adaptation support in Kenya: Evidence from a discrete choice experiment and three decision-making theories,process_only,decision_making_planning; knowledge_awareness_learning
10.3389/fsufs.2021.620422,New Varieties of Coffee: Compromising the Qualities of Adaptive Agroforestry? A Case Study From Southern Mexico,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services; yields_productivity
10.4102/jamba.v13i1.982,Participation of communal cattle farmers in drought risk reduction in Southern Zimbabwe,process_only,decision_making_planning; participation_coproduction
10.1016/j.jclepro.2023.139880,"The impact of social interaction and information acquisition on the adoption of soil and water conservation technology by farmers: Evidence from the Loess Plateau, China",process_only,decision_making_planning; uptake_adoption; access_information_services
10.1016/j.jpolmod.2025.06.021,Insuring crops against climate risks: A most effective agricultural practice in India,process_only,decision_making_planning; access_information_services
10.1007/s10113-026-02522-0,Leading barriers to climate-smart agriculture uptake in Kenya: a process-tracing approach with Bayesian updating to emphasise farmers' perspectives,process_only,knowledge_awareness_learning; decision_making_planning; institutional_governance; access_information_services; behavioral_change
10.1016/j.agsy.2024.103906,The role of farmers' networks in sourcing planting material and information in a context of agroforestry transition in Madagascar,process_only,knowledge_awareness_learning; decision_making_planning; participation_coproduction
10.1016/j.envdev.2024.101123,Exploring small-holder farmers' adaptation strategies under soil salinity impacts in coastal areas of Bangladesh,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services
10.1016/j.nbsj.2024.100151,Resilience building interventions to manage climate induced livestock poverty and deaths in Southern Zimbabwe,both,decision_making_planning; uptake_adoption; wellbeing; risk_reduction
10.1007/s11625-019-00703-x,Learning from social-ecological crisis for legal resilience building: multi-scale dynamics in the coffee rust epidemic,process_only,decision_making_planning; institutional_governance; access_information_services
10.1016/j.agwat.2025.109330,Institutional and technological innovations for sustained change in smallholder irrigation schemes in southern and Eastern Africa,both,decision_making_planning; uptake_adoption; behavioral_change; participation_coproduction; institutional_governance; access_information_services; yields_productivity; income_assets
10.1016/j.jafr.2023.100593,Perceived risk and risk management strategies under irrigated rice farming: Evidence from Tono and Vea irrigation schemes-Northern Ghana,process_only,decision_making_planning; uptake_adoption
10.1016/j.landusepol.2026.107961,"Hybrid land governance and customary tenure: Coexistence of communitarian and contractarian practices in Naraiyawa Village, Fiji",process_only,decision_making_planning; institutional_governance; access_information_services
10.1007/s10333-021-00863-6,"Multiyear analysis of the dependency of the planting date on rainfall and soil moisture in paddy fields in Cambodia, 2003-2019",process_only,decision_making_planning; access_information_services
10.1016/j.foodpol.2020.101941,Sustainable intensification among smallholder maize farmers in Ethiopia: Adoption and impacts under rainfall and unobserved heterogeneity,both,uptake_adoption; yields_productivity; income_assets
10.1016/j.futures.2017.11.005,Can scenario planning catalyse transformational change? Evaluating a climate change policy case study in Mali,process_only,knowledge_awareness_learning; decision_making_planning; institutional_governance; participation_coproduction
10.1016/j.gloenvcha.2011.11.002,Accessing adaptation: Multiple stressors on livelihoods in the Bolivian highlands under a changing climate,both,decision_making_planning; behavioral_change; institutional_governance; access_information_services; yields_productivity; income_assets; wellbeing; risk_reduction
10.1016/j.foohum.2024.100478,Balancing gender dynamics with the adoption of sustainable practices in Ghana's cocoa sector,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; access_information_services
10.3389/fclim.2026.1770361,Climate change perspectives of coffee farmers in Junín Mountain tropical forests and CMIP5 projections,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance
10.1016/j.cliser.2022.100299,Risk communication and capacity-building: A case study on framing CBA strategies of artisanal fishing communities to sea-level rise using BASIEC,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; participation_coproduction; institutional_governance; access_information_services
10.1016/j.rcradv.2022.200105,Farmers' perspectives as determinants for adoption of conservation agriculture practices in Indo-Gangetic Plains of India,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance
10.1016/j.ocecoaman.2023.106853,How to improve the adaptive capacity of coastal zone farm households?--explanation based on complementary and alternative relationships of livelihood capital in a sustainable livelihood framework,both,knowledge_awareness_learning; decision_making_planning; institutional_governance; access_information_services; risk_reduction; resilience_adaptive_capacity
10.1016/j.indic.2025.101042,Healthy rice production with environmental sustainability through climate smart agriculture: based on evidence from Iran,process_only,knowledge_awareness_learning; decision_making_planning; behavioral_change
10.1007/s12571-021-01177-5,Salinity and food security in southwest coastal Bangladesh: impacts on household food production and strategies for adaptation,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services; yields_productivity; income_assets; livelihoods
10.1016/j.jclepro.2018.10.088,Assessment of climate change adaptation measures on the income of herders in a pastoral region,outcome_only,income_assets
10.3389/fsufs.2023.1202485,"Climate smart agriculture technologies adoption among small-scale farmers: a case study from Gujarat, India",process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change
10.1017/s1742170524000346,Farmer preferences for adopting drought-tolerant maize varieties: evidence from a choice experiment in Nigeria,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change
10.1007/s43621-026-02843-4,Farmers' preferences and willingness to accept incentives for adopting sustainable agricultural practices in India,process_only,decision_making_planning; uptake_adoption; behavioral_change; institutional_governance
10.1016/j.crm.2025.100745,Ex-ante and ex-post adaptation: Farmers' fertilizer strategies for extreme weather events in China,both,decision_making_planning; uptake_adoption; risk_reduction
10.1371/journal.pone.0220433,Climate change adaptation and the role of fuel subsidies: An empirical bio-economic modeling study for an artisanal open-access fishery,process_only,decision_making_planning; institutional_governance; access_information_services
10.1016/j.heliyon.2021.e06433,Adoption of soil and water conservation technology and its effect on the productivity of smallholder rice farmers in Southwest Nigeria,both,decision_making_planning; yields_productivity
10.1038/s41598-019-56931-9,Farmer typology to understand differentiated climate change adaptation in Himalaya,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance
10.3389/fsufs.2026.1759040,Innovation bundling and food security nexus among smallholder farmers in Kenya's drylands. A triple hurdle approach,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; yields_productivity; wellbeing
10.1007/s43621-025-02563-1,Measuring livelihood resilience and its determinants among smallholder farmers facing climate change in the Sidaama region of Ethiopia using beta regression,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services; yields_productivity; income_assets; livelihoods; wellbeing; risk_reduction; resilience_adaptive_capacity
10.1016/j.ecolecon.2018.09.018,Use of Integrated Soil Fertility Management Technologies in Malawi: Impact of Dry Spells Exposure,both,decision_making_planning; uptake_adoption; risk_reduction
10.3389/fsufs.2022.984276,"""Central"" and ""peripheral"" adaptation pathways of entangled agrifood systems transformations",both,decision_making_planning; institutional_governance; risk_reduction
10.1016/j.aquaculture.2018.06.012,Are shrimp farmers actual gamblers? An analysis of risk perception and risk management behaviors among shrimp farmers in the Mekong Delta,process_only,decision_making_planning; institutional_governance; access_information_services
